	Url	Category	Position	Title	Location	Amount_Raised	Goal	Number_of_Donations	Length_of_Fundraising	FB_Shares	Number_of_Donors	Followers	Text
0	https://www.gofundme.com/f/erica-beaman-swammy	Education	7	Erica Beaman Swammy	Flushing, NY	71048	150000	746	147 days 00:36:50.876768000	2.1K	736	736	On June 1, 2020, our youngest sister Erica Beaman Swammy lost her battle with depression, leaving behind 2 sons, aged 23 and 15.This devastating loss has left the entire family in a state of shock.The older son, Danny, recently finished college and was just starting out in life. He turned 23 on May 31st, the day before his mother’s untimely death, and Philip turned 15 on June 2nd, the day after.Erica was a loving, sweet and kind person that would never hurt anyone. She lived life in a special way, always welcoming people of all walks of life, and treating her friendships unconditionally. Erica was a gentle and fragile soul who wanted to take care of everyone.However, her life took a tragic turn roughly 3 years ago when her husband, Lyndon, fell down a flight of stairs and suffered severe brain trauma. He is unable to spell his own name and at times he cannot even formulate a sentence. Unfortunately, he will never again be the man they once knew as their father.That fall left the kids without the father they knew and loved and they had to adjust quickly to a new way of life, with a Dad that was unable to play sports, bike ride, or ever walk again. On many days, he cannot even recognize them as his sons.His own memory of life as he knew it has been shattered.As parents, Lyndon and Erica made sure that Danny and Philip received the best education possible and taught them to be productive members of society and good human beings. Philip is currently enrolled in a fantastic school and his parents were unable to foresee a tragedy of this magnitude.With these events unfolding and all of the emotional stress even Love couldn’t sustain the bumps and turns. As Lyndon, the provider for the family, was and still is unable to function due to his medical condition, the bills started to mount, income was scarce and the mortgages were due.This financial hardship and emotional trauma, took its toll on the children and especially, on Erica.Erica gave her all to care and provide for a man that was no longer the robust man she married: active, social and hardworking. He was bedridden and unable to perform the simplest of tasks, including feeding himself or going to the bathroom. Erica tried to be as strong as possible for herself and her children.Lyndon suffered seizures and was placed into a facility where he was able to receive the skilled help he needed.The last 3 years have been quite a battle; a battle on all levels, financial, emotional and spiritual. The financial burden has become an unsustainable spiral and the financial obligations continue to grow. Our nephews now find themselves without parents to guide and support them and in the worst possible scenario.They are good boys, good souls and amazing future servants to society.With the loss of both parents and now their home about to be foreclosed on, they are left with monumental financial hardships and just the clothes on their backs. This has placed them in a delicate emotional, and financial state.Amongst some of their expenses are education, clothing, medical, transportation, daily expenses, food and no parental contributions to support them financially on this path.We, as their aunts and uncles will do all that we possibly can to support them the best we can.We understand that the current state of world affairs has many people struggling financially.However, if you are able to contribute, in any way, so that these boys can create a new beginning, a new life, and get the help they need to remain psychologically balanced, as well as meet their financial obligations it would be forever appreciated.No contribution is too small. Every bit counts.The old adage “it takes a village” is what it will take to ensure that our nephews Danny and Philip get the support they need to re- establish their lives and live a healthy, vibrant and emotionally stable existence.On behalf of the Beaman and Giocoli family we thank you, and we are all in this together!
0	https://www.gofundme.com/f/c225rb-anthony-parodi039s-college-fund	Education	7	Anthony Parodi's College Fund	Miami, FL	70818	100000	213	78 days 00:36:51.854462000	798	210	211	Anthony Parodi College Fund: Let's join together to bring Anthony home from the hospital, get him back to school and send him off to college! Anthony Parodi should be getting ready to start the school year at Belen Jesuit Preparatory…  He should be making plans to celebrate his sixteenth birthday on September 25th. Instead, he’s in critical condition at the ICU in Holtz Children’s Hospital after suffering complications while undergoing a 15+ hour-long heart and liver transplant surgery on July 24th. He has spent the last month sedated and paralyzed and his recovery has been very slow and painful. The goal of this campaign is to raise funds to help the Parodi family cover medical expenses and to establish a college fund for Anthony's education because he WILL recover, he WILL go back to school and he WILL go to college in a couple years. Anthony is no stranger to hospitals. He was born with a serious heart condition and he has endured countless surgeries since his birth. However, the last year has been exceptionally difficult for him and his family as his health deteriorated and his liver stopped functioning. Doctors placed him on the national wait list for both a heart and liver transplant, and for the past year, he has been patiently waiting for a donor to save his life. He has been unable to leave the hospital during the last six months because of his delicate condition. As a result of the pandemic, only one parent can accompany him in the hospital at a time and he has not been able to receive any visitors.An incredibly intelligent and kind young man who has always been an A student, Anthony is a big fan of comic books, Legos and Deadpool. Ryan Reynolds himself publicly invited him to be a part of the next Deadpool movie. Anthony has felt the love of his Belen brothers and his extended family during this difficult time. Anthony and his family are incredibly grateful for the love and support the Belen Jesuit community has given them during these past months along with so many others. During the 8/13 live broadcast of Univision’s Premios Juventud, one of the music awards shows his father production manages, the entire production crew gave Anthony a standing ovation and wished him a speedy recovery live, on-air. Immediately after his transplant surgery, an emergency blood drive organized for him at his parish broke records and was the biggest blood drive organized for any one recipient in Miami’s history. It goes without saying that Anthony is loved by many in the Miami community. Many who have been touched by him and/or by his family, who wish they could do more to help during this extremely difficult time.Needless to say, the Parodi family’s finances have been stretched very thin as a result of Anthony’s extended hospital stay and the serious complications that arose during the transplant surgery. The situation has been aggravated by the pandemic as Anthony’s father, Tony, works as a live event, concert & television producer, one of the industries most impacted by COVID. Anthony’s parents are mindful about everyone else’s own struggles during these unprecedented times and they are too selfless to ever ask for help; therefore, this campaign has been organized on their behalf. We have been overwhelmed by requests from friends, extended family and colleagues who want to help the Parodi Family in any way that they can… to give back in return for the countless ways in which Tony and Sonia have positively impacted their own lives. What better way to do so than with a donation to help secure Anthony’s future once he recovers?Anthony will recover. He will live a healthy, normal life. He will graduate Belen and he will go to college in a couple years. How amazing would it be for the Parodi family to have Anthony’s medical expenses covered, but also to be able to plan for college once he recovers, without having to worry about money? Let’s join together to help Tony, Sonia and Noella manifest Anthony’s recovery, celebrate his high school graduation and send him off to college healthy, happy and without any financial concerns.
0	https://www.gofundme.com/f/stop-ballot-by-mail-vote-harvesting-scheme-in-tx	Education	7	STOP Ballot by Mail Vote Harvesting Scheme in TX	Katy, TX	69793	500000	195	25 days 00:36:52.884899000	538	191	190	"
Massive Ballot By Mail Vote Harvesting Scheme in Texas Must Be Stopped

By Steven F. Hotze, M.D.The socialist Democrat leadership in Harris County has developed a massive ballot by mail vote harvesting scheme to steal the general election. Ballot harvesting is a second-degree felony in Texas.  We are working with a group of private investigators who have uncovered this massive election fraud scheme. County Commissioner Rodney Ellis is the Democrat leader of this criminal operation. He has two captains, Gerald Womack and Dallas Jones, who pay hundreds of “soldiers” to illegally harvest ballots by mail from nursing homes, the homeless, the poor, students and even from those who have died. Our private investigators have been told by informants that the Democrats boast that they can get 700,000 illegal ballots by mail in Harris County alone.You can help us expose and stop this massive election fraud scheme by donating here at the Liberty Center for God & Country’s GoFundMe account.Liberty Center for God & Country is a 501(c)3 organization committed to standing up for our God-given, unalienable rights and liberties. It employs legal action to ensure that these rights and liberties are protected.  Donations are tax deductible.The socialist Democrats turned Harris County blue in the 2016 elections. In 2012, Obama and Romney were dead even in votes in Harris County, which has over 2.2 registered voters. In 2016, Trump lost to Hillary Clinton in Harris County by 140,000 votes, but carried Texas by 8 percentage points. In 2018, Cruz lost Harris County to Beto O’Rourke by 200,000 votes, despite the fact that the polls showed that Cruz was ahead by 9 percentage points in Harris County. We now understand how this happened. The Democrats have been employing their massive ballot by mail vote harvesting scheme to steal elections. Prior to 2016, Harris County was the largest Republican County in the country, and yet Trump lost to Clinton here. This is amazing when you consider that Trump carried the Democrat controlled states of Pennsylvania, Michigan and Wisconsin that same year.The Texas Biden campaign has hired Dallas Jones, the major Harris County vote harvester, to run Biden’s campaign in Texas.It is obvious that they hired Jones, so that the same illegal ballot by mail vote harvesting program could be used in other Texas’ metropolitan areas and other counties controlled by the Democrats. This would include Dallas, Tarrant, Bexar, Travis, and counties in the Valley. Unless this massive election fraud scheme is exposed and stopped, Texas will be turned blue and Trump will be defeated.As Harris County goes, so goes Texas. As Texas goes, so goes the country. Texas has 35 electoral votes.  If those votes are shifted from the Trump column to the Biden column, that is a swing of 70 electoral votes. It only takes 270 electoral votes to win the presidential election. You can help us expose and stop this massive election fraud scheme by donating here at the Liberty Center for God & Country’s GoFundMe account. Please consider giving $25, $50, $100, $500 or more to help us stop this voter fraud scheme. The funds will be used to cover the costs of our legal fees to fight this battle and to continue educating Americans about the mission of our non-profit organization.Liberty Center for God & Country is a 501(c)3 organization committed to standing up for our God-given, unalienable rights and liberties. It employs legal action to ensure that these rights and liberties are protected.  Donations are tax deductible.Thanking you for standing with me to help ensure the integrity of this election, I remain, as always,Sincerely yours,Steven F. Hotze, M.D.CEOLiberty Center for God & Countryhttps://libertycgc.com 20214 Braidwood Dr., Houston, TX 77450 
"
0	https://www.gofundme.com/f/education-fund-for-zora-williams	Education	8	The Zora Williams Education Fund	Saint Louis, MO	69010	25000	357	15 days 00:36:54.462291000	121	356	357	Zora’s father, Eric Williams, unexpectedly passed away Thursday, October 15th, 2020. Zora turned six years old two days later. Zora’s friends and family have established the Zora Williams Education Fund to support her learning and educational needs as she grows older.Eric was a phenomenal father. He adored Zora and loved taking her to the library, park, zoo, symphony, ballet, and anywhere she wanted to go. They shared a love of music, spending many hours listening to music and singing together. He taught her to speak and read in both English and Spanish. Zora was the light of Eric’s life and he wanted the world for her. As a lifelong learner, Eric valued education and loved learning, and was already instilling such love in his daughter.  Zora has special medical and developmental needs that require costly educational support. We would appreciate any support so she continues to thrive in the years to come. In lieu of flowers, donations can be made for Eric’s daughter through the GoFundMe account above or checks can be made to:The Zora Williams Education Fundc/o Lowenhaupt & Chasnoff10 S. Broadway, St. Louis, MO 63102 Thank you so much to everyone for the outpouring of love, prayers, and support to this family during this difficult time. Here is Eric’s full obituary:http://www.luptonchapel.com/obituary/eric-williams-md-facc-fhrs?fh_id=15972  With sincere gratitude,Zora’s friends and family
0	https://www.gofundme.com/f/Sustain-the-Birchwood-Magic	Education	8	Sustain the Birchwood Magic	Laporte, MN	67678	100000	354	173 days 00:36:55.423762000	833	338	337	We have a long portage ahead of us--help us see the sun in '21!Not hosting camp this summer is a shock to our system--and our pocketbook. For 62 summers we have played host to you and your daughters in our beautiful little niche of the Northwoods. While camp won't come alive with singing and laughter this summer, with your help, we'd like to  take this rare opportunity of a quiet camp to improve our facilities. As you know, the warm summer months--when projects can happen--are limited in Minnesota. We want camp to be better than ever when your daughter returns next summer.Twelve committed counselors have volunteered their summer to assist us for 8 weeks, all in exchange for room and board. At a minimum we will:Provide room & board for 10-12 volunteers in exchange for their workDeep clean every building top to bottomPaint cubbies & bathroomsPaint Cabin exteriors (Program Office etc)Refinish the Dining Hall tablesAt a maximum we will:Renovate Goss Lodge with a new roof, new windows, fresh carpet, and paintUpdate the shower-house (campers will be thrilled about this!!!)Save the Western BarnFix Caboose once and for allAnd the list goes on...If you'd like to partner with us on this summer's 'Sustaining the Birchwood Magic' project, please make your donation by September 1. Every single camper, counselor, parent, and friend contributes to the Birchwood Magic. We are honored to know you and humbled by your continued support. In good health, Rachel and Terry BredemusLearn more about Camp Birchwood here
0	https://www.gofundme.com/f/sanjay-bist-family-education-fund	Education	8	Sanjay Bist's family Education Fund	Raised $5,293 from 33 donations	66828	100000	365	101 days 00:36:56.408554000	302	358	358	Our friend Sanjay Bist lost his 4 year battle with brain cancer in July 2020. Sanjay was diagnosed with brain cancer in June 2016. He was operated on almost immediately. He underwent extensive chemotherapy and post-operative treatment. Between the consistent chemo sessions and fear of seizures (a common after effect), he was unable to work since. He was on Long term disability. Fortunately, Priti (his wife) had started working as a teacher just before this tragedy hit. This came in handy to cover a majority of the medical costs through her insurance. Sanjay bravely fought through these four years and was still the same person for the first 3 years of this period. However, the last year saw the cancer resurface in a more aggressive form and it was downhill from there. He lost consciousness in the last 10 days of his life after a final seizure that took the fight away from him. Sanjay was a gentle and kind soul who was liked by one and all. He was always helpful to those he came in contact with. He was a devoted husband and father. As a professional, he was a natural leader and personable to all the people who reported to him. He was frequently lauded for being a great boss. Unfortunately, Sanjay ended up without a life insurance from his company due to a technicality. The medical expenses of the last 4 years took its toll on the financial situation of the family.He leaves behind his wife and two college going kids.  This is an effort by the friends of Sanjay to cover a portion of the education expenses for the family.
0	https://www.gofundme.com/f/the-arm-fund-for-medical-and-research-trainee-moms	Education	9	The ARM Fund for Medical and Research Trainee Moms	Seattle, WA	63704	65000	702	138 days 00:36:57.477311000	2.9K	638	637	 Support diversity in academic research and medicine by helping Black women with young children and who are training to be physicians and research scientists.We are starting this fund from a network of more than 2,500 mothers who work in academic research and medicine.  We know how challenging it is to balance parenting with climbing the academic ladder. This year the pandemic has made progress especially hard for medical/graduate students and advanced trainees with young children but limited childcare options. We want to do something to help level the field for other women with children.  This fund will be used to make small grants to help with childcare expenses for medical students, graduate students, medical residents and postdoctoral fellows who are also moms of young children (3 years old and under or with special needs up to age 12). So that we can focus our support on women of color, the proceeds will be donated directly to Meharry Medical College and to The HBCU (Historically Black College and University) Foundation.  Both of these non-profit entities have graciously agreed to set up and distribute these grants on our behalf to support eligible women within their enrollment network.Please donate and help us spread the word so that we can reach as many women as possible with the message that there is a place for you as a mother while also an academician in research and medicine.Thank you! - Academic Research MomsThe HBCU Foundation Partnership with the ARM Fund
0	https://www.gofundme.com/f/chromebooks-for-early-county-high	Education	9	Chromebooks for Early County HS Students	Blakely, GA	63400	100000	71	89 days 00:36:58.593801000	722	71	71	During the pandemic, remote learning has become the new norm. Without proper technology such as internet access or devices (laptops, tablets, etc), it’s nearly impossible for all students to receive a fair chance at education. I want to become a resource for these students. I'm raising money in conjunction with Think About It! Consulting Services Inc., where 100% of donations will go towards the purchase of Chromebooks, with help from my guys at Cxmmunity. These devices will go directly to Early County High School students in need and will be theirs to keep! Any donation no matter how small will help make an impact.A recent study reported that 43% of students in Early County do not have access to either high speed internet or an at-home learning device. Since the decision was made for Early County schools to continue some form of remote learning at the start of the school year, these students need our help now more than ever. We all know the importance and impact of technology and access to information. My hope is that we can start to close the digital divide by providing these students with a device they can keep with them from high school to hopefully college and beyond. Thanks in advance for your contribution to this cause that means so much to me.- Shawn WilliamsMore about Shawn WilliamsShawn Williams is a safety for the Cincinnati Bengals of the National Football League (NFL). He was drafted by the Bengals in the third round of the 2013 NFL Draft. He played college football at the University of Georgia. Originally from Damascus, Shawn attended Early County High School in Blakely, Georgia, and played for the Early County Bobcats.More about Think About It! Consulting Services Inc.Think About It Consulting Services Inc  . is a non-profit organization founded and established in March 2013 by DeWana Fields. This organization serves as a mentoring and counseling service to many youths. Their goal is to educate, empower, and encourage our youth to be better individuals and to know who they are as they become leaders in our future. This organization has allowed youth to serve others and volunteer throughout the community. Some have been able to travel outside of the city limits, establish friendships, tour colleges, engage in speaking opportunities, and much more.More about Cxmmunity + #Tech4GoodThe mission of Cxmmunity is to increase participation of minority youth within the esports and video game industries as well as increasing STEM and business management interest for youth in underserved and overlooked communities. Due to the pandemic requiring remote learning for students, Cxmmunity developed #Tech4Good which is a monthly campaign live-streamed on Twitch to raise awareness for students who live in the digital divide and lack resources to technology to participate in distance learning. To find out more and how you can help their mission, check out their website.More about the digital divide in Georgiahttps://broadbandnow.com/Georgiahttps://ilsr.org/detailing-the-urban-rural-digital-divide-in-georgia/
0	https://www.gofundme.com/f/dalton-bright-college-internship-program	Education	9	Dalton Bright - College Internship Program	Indianapolis, IN	65750	90000	163	121 days 00:36:59.593647000	650	124	123	Dalton summed it up by stating “I want to learn how to live life.”Dalton was a perfectly healthy 5-year-old just starting kindergarten when he had a sudden onset of uncontrollable seizures. He was having up to 100 per day and was put in a medically induced coma until the doctors at Riley could figure out what to do. Finally, after 3 weeks, he had a right frontal lobectomy – removing the right frontal quadrant of his brain. The doctors were not sure the surgery would be successful, and it was the first surgery of its kind. The surgery was successful - he has not had any seizures since surgery - but it did leave him with many challenges. He is a bright young man, but his shine is hard to see due to the lack of executive functioning skills. He excels in math and science and loves to play chess, card games (pretty much wins every time!), enjoys nature (has been a beekeeper), and of course video games! Most people do not have to think about their executive functions….they are just a part of everyday life. Getting up in the morning, having breakfast, and getting ready for the day are just routine. For Dalton, these daily routines require many steps, guidance, and skills he does not have.Dalton has graduated from Fortune Academy, a school for children with learning differences, with a Core-40 diploma. We have been searching for a college program that can meet his needs. He is now 20 years old. We have looked into colleges that provide high levels of academic support but they do not provide the independent living and life skills which Dalton needs in order to be successful in college. We have also looked at assisted living/group home programs, but they tend to provide aid with daily living but do not provide education and/or career assistance. So, we are at a standstill. We finally found the College Internship Program in Bloomington, Indiana.  CIP helps young adults with Autism, ADHD and other learning differences who are transitioning from high school into adulthood.  CIP provides an individualized college academic path and/or career support and advisement, social skills development, and executive functioning for life skills. Students live in apartments and have daily life skill coaches to work on the daily executive function tasks like grocery shopping, cooking, personal organization, planning, cleaning, and laundry.   As they are learning life and social skills, they are also meeting with onsite advisors and counselors to work on future educational or career goals.  Depending on the goal, students can enroll in courses with support at Ivy Tech or IU.   Additionally, CIP partners with many local businesses to find an area in the students’ interest and ultimately helps them work toward their personal goals.Our next hurdle is to raise enough money to allow Dalton the opportunity to attend CIP.We have a donor that will match up to $40,000  towards the $90,000/year needed to put Dalton through the CIP program.  If you would like to support Dalton, pledges of any amount will help get him one step closer to CIP.Thanks so much for your support.
0	https://www.gofundme.com/f/brittany039s-tomorrow-fund-for-brianna-amp-david-jr	Education	10	Brittany's Tomorrow Fund for Brianna & David II	Austin, TX	61038	50000	261	43 days 00:37:00.664569000	1.4K	255	250	This is our beloved Brittany who departed this earth much too soon.  Brittany's work family at Greystar (by Senior Managing Director, Savanna Bogardus) is spearheading a fundraiser to provide for a scholarship account for Brittany's children, Brianna and David II.  Brianna and David II are the beneficiaries of the Edward Jones account that has been set up exclusively for this fundraiser.  It is our hope to provide for their future, as Brittany would have wanted.  All the proceeds will go directly into this education fund.  Brittany was an exceptional mother, colleague, friend, mentor and she was loved by everyone that knew her.  Brittany brought sunshine and positivity to every moment when you were around her.  She poured her heart and soul into her children, Brianna and David.  She was a genuine friend and she was able to see the best in any situation.  She was an amazing leader who touched so many team members in our region and friends within the apartment industry.  We ask that you donate generously and keep her family in your thoughts.  
0	https://www.gofundme.com/f/diversifyevolution	Education	10	Support Diversity Initiatives in Evolution	Temple, TX	59827	50000	698	129 days 00:37:01.797090000	1.6K	691	691	Scott Edwards  (Professor of Biology at Harvard, President of the Society of Systematic Biologists 2006 and Society for the Study of Evolution SSE 2012) is bicycling from Boston to the Pacific Coast: ~3800 miles across the United States.  Join Scott along the way on Twitter (@ScottVEdwards1), as Scott brings his wisdom, love of birds, and awareness of #BlackLivesMatter across the country. 100% of donations will fund Diversity Initiatives* to support Black and African Americans, Latinx, Native Americans/Pacific Islanders, or economically disadvantaged students from the US  to participate fully in evolutionary biology and biodiversity sciences. Want to encourage Scott every mile along the way?  Pledge per mile!  Worried about him having to climb the Rockies? Pledge to help Scott over the high passes!  Want to join Scott in his life-long journey to combat racism and support diversity in science, particularly evolutionary biology?  Contribute!Scott says, “As one of the few African Americans in biodiversity science, I want to make sure our discipline - which has important uses in medicine, agriculture and disease studies-is enriched by contributions from diverse people. By contributing to this effort, you will be strengthening a field of science that will help the US and the world navigate challenging environmental and societal issues.”If you donate $50 or more, you’ll receive live updates so you can follow Scott in real time on his epic bike ride.Thanks from Scott Edwards' friends and colleagues!*Funds will be used to support diversity initiatives by the Society of Systematic Biologists, The American Society of Naturalists, and The Society for the Study of Evolution, such as the Undergraduate Diversity in Evolution program.More information about SSB: Systematic Biology is the study of how biodiversity arose and how species are related to each other and is closely allied with taxonomy, which provides organization to the diversity of life. The Society of Systematic Biologists works to advance the science of systematic biology in all its aspects of theory, principles, methodology, and practice, for both living and fossil organisms, with emphasis on areas of common interest to all systematic biologists regardless of individual specialization.
0	https://www.gofundme.com/f/the-quotxquot-for-boys-school-building-fundraiser	Education	10	"The ""X"" for Boys School Building Fundraiser"	Albany, GA	61584	250000	609	104 days 00:37:03.146438000	361	586	586	"The X for Boys  The ""X"" for Boys is an organization that began in January of 2019 in the City of Albany, Georgia. Our founder, King Randall, began this organization at 19 years old. He started this organization to teach young boys in the community how to be men. Albany, Georgia was ranked very high in crime and murder has been prevalent for the past decade.  The literacy rates for boys is low and there are no major activities for boys to learn and participate in, to keep them out of trouble.  King Randall has done a number of workshops ranging from automotive repair(oil change, brake repair, alternator replacement, water pump replacement etc.) to general contractor work(toilet replacement, light fixtures, sheetrock, interior/exterior painting, woodwork etc.). The boys get a chance to learn the skilled trades and also make legal money. 

To tackle the low literacy rates in the city, The X for Boys also has a weekly book club that's hosted every Monday for boys to attend after-school. It helps them with reading comprehension and vocabulary building. The boys also get to receive sex education and also have a place to release any stress or issues in a non-judgmental environment. The X for Boys has hosted 2 successful summer camps that King Randall did both years out of his home. Visit thexforboys.org to see videos! 

The X for Boys is now interested in purchasing a building to start a boarding school for boys in Albany, Georgia. This is a much needed man-making institution. If there is no one to CONSISTENTLY help our young men, the community and the society will remain the same if our men never are taught to stand up for their families.  We need your help to get this building in hope that The X for Boys expands across the country but first starting in Albany, Georgia!"
0	https://www.gofundme.com/f/the-birth-revolution	Education	11	The Birth Revolution	Minneapolis, MN	57555	85000	645	148 days 00:37:04.407460000	518	629	629	Beyond a Doula Training:We acknowledge that the birth revolution is already here, and has been here. We need a birth worker training that will rise up and join this revolution.BIPOC healers and birth workers have been carrying this movement since it was colonized by western medicine. We recognize that for BIPOC, this work is not something that was ever meant to be monetized and part of a capitalist structure, rather it was and is something that is done to support and take care of community. With this in mind, it is our vision and commitment to create space to learn and unite as birth workers to examine these intersections, work together to decolonize and dismantle white supremacy within this work, and bring our respective communities culturally appropriate care and support. We commit to this endeavor while acknowledging we are living and working on stolen, Indigenous Dakota land.In order to continue to move this work forward with the goals of shattering white supremacy culture and reducing Black infant and perinatal mortality, we are asking that the community invest in it's healers. With these funds we will create accessible trainings, provide free training for BIPOC, and pay our elders and educators a living wage for the knowledge they pour into us all. Be a part of something bigger than all of us. Join the revolution. For more information see our website at thebirthrevolution.org Warmly,Nadine Ashby, Founder of The Birth Revolution, CPE, Birth worker, Lactation Educator, Healer.
0	https://www.gofundme.com/f/Help-Moreshet-Yerushalayim	Education	11	Moreshet Yerushalayim Needs Your Support	Raised $15,685 from 51 donations	57425	100000	209	169 days 00:37:05.425577000	20	174	174	"
Moreshet Yerushalayim has always been described by its students and alumni as being like a family. At this unfortunate time, that family is in some trouble and we are calling on you to do everything you can to help out. Our goal is not impossible and with help from everyone we can reach it very soon. 


Tizku LMisvot! 
"
0	https://www.gofundme.com/f/uchicago-orthopaedic-surgery-residency	Education	11	UChicago Orthopaedic Surgery Residency	Chicago, IL	56751	100000	25	134 days 00:37:06.426676000	0	25	26	In early May 2020, the President of the University of Chicago announced a series of broad economic policies in response to financial impact of COVID-19 that included suspension of all discretionary spending and a reduction in non-personnel spending including supplies, services, and any non-essential academic or educational activities. These restrictions have a profound impact on our ability to support academic and educational activities for the 2020-2021 academic year and possibly beyond. We have been forced to eliminate funding for a wide range of residency program activities, and are seeking individual donations from friends of the residency program and department to help us maintain our outstanding resident education program during the economic recovery from the COVID-19 pandemic.The COVID Pandemic has affected us all in a variety of ways, from our health to our family lives to our professional lives. Beginning in March, when UCMC shut down to elective surgery, significant changes were made in the Department of Orthopaedic Surgery and Rehabilitation Medicine in response to the pandemic. These changes had  had a huge economic impact on UCMC, the department, and our educational programs. Your generous donation will help provide our residents the educational programming that helps to ensure a robust and well-rounded experience including: ·       Cadavers for use in anatomy teaching·       Surgical skills lab supplies·       Magnification loupes for hand surgery rotations ·       Resident research presentations at national meetings·       Education fund which supports them with items such as test preparation materials, textbooks, journal subscriptions and the purchase of lead aprons·       Resident attendance at approved courses such as AO Basic Course, Foundation for Orthopaedic Trauma Dissection Course, AAOS Arthroscopy Course, and a board review course·       Surgical skills virtual reality simulator·       Resident wellness events To learn more about the residents, click here: UChicago Orthopaedic Residency Website  You can also follow the residency on social media:·       Twitter: @UChicagoOrtRes ·       Instagram: @UChicagoOrthoResidency ·       Facebook: UChicago Ortho Residency  Funds raised will be managed and distributed by the Orthopaedic Surgery Residency Education Committee comprised of Residency Program Director, Dr. Tessa Balach; Department Chair, Dr. Douglas Dirschl; and ten additional faculty.
0	https://www.gofundme.com/f/scholarship-for-om-in-honor-of-satish-pillalamarri	Education	12	Scholarship for Om in honor of Satish Pillalamarri	Kensington, MD	56492	75000	295	16 days 00:37:07.551637000	664	292	293	On October 8th, 2020, our dear friend Satish Pillalamarri passed away from cancer, a few days after the birth of his and Shivangi's first child, Om.  Satish lived an incredible life and spread joy and levity to all who knew him. His passing leaves a huge hole for everyone he touched.  Most unjustly, he leaves behind a young son that he did not get a chance to meet.  This scholarship is to honor Satish's life, and create a scholarship fund for his son to have for college in 18 years.  Upon completion, the money will be given to Shivangi to put in a suitable 529 plan for Om.  Thank you for helping.  RIP Satish, may your legacy live on through Shivangi and Om.  If you want to learn a little more about what a great guy Satish was,  here is a tribute to Satish by one of his North Star Games' colleagues.
0	https://www.gofundme.com/f/menloatherton-cooperative-nursery-school	Education	12	Menlo-Atherton Cooperative Nursery School	Menlo Park, CA	59485	65000	83	50 days 00:37:08.621641000	21	81	81	Dear wonderful Co-op Community,We need your help! Sadly, the current pandemic makes it impossible to throw our super fabulous and feel-good annual auction fundraiser this year. Not only does the traditional auction party gather all of us grownups for a special night of drinks and dancing together; it is also the Co-op's only fundraiser of the year. The school relies on the auction to earn about twenty five percent of its operating budget.We are asking families to please make a contribution to our GoFundMe account to keep our wonderful little school afloat. I know we are all grateful for the precious days our preschoolers are able to explore and build their friendships as they spin on the tire swing and dig in the sandbox. The funds raised from your critical donations will bridge the gap between tuition and what it actually costs to restock the paint closet, maintain our play yard, and pay our tireless teachers.The Menlo-Atherton Cooperative Nursery School is a very special place and it needs our support. Let's ensure that our children can continue to grow, develop, and PLAY at the Co-op!
0	https://www.gofundme.com/f/close-the-divide	Education	12	Close The Divide	Boise, ID	55853	200000	166	121 days 00:37:09.516367000	205	164	164	We have a crisis on our hands. 200,000 Idaho students need computers by August. Due to COVID-19, we have a massive educational challenge looming. Remote learning is the next normal. Help close the digital divide before school begins this fall. You can help right now!Sponsor a student. Your donation of $350 provides a student with a new Google Chromebook.Sponsor a classroom. A $7,000 donation provides 20 students with Google Chromebooks.You can also close the divide by making a donation to the Idaho Business for Education Internet Fund. We are working with internet providers to offer inexpensive Wi-Fi rates for students. Any amount you can contribute will make a big difference.More information about Idaho Business for Education: Idaho Business for Education (IBE) is a group of 242 business leaders from around the state committed to improving Idaho's public education system so that our state has a skilled workforce for today and tomorrow.
0	https://www.gofundme.com/f/215hd7lg80	Education	13	Bri confronts racism across America	Bronx, NY	55161	10000	3.1K	149 days 00:37:10.491117000	388	3.1K	3.1K	"
As a black woman educator from NYC, I am moved to activism on behalf of my students and my own son. With the current pandemic, I have not been offered a teaching contract for the ‘20-‘21 school year, effectively rendering me unemployed. I am seeking support to visit 5 cities across the United States (Richmond, Virginia, Washington D.C., Minneapolis, MN, Seattle, WA and Houston  Texas to examine racism and it’s aftermath in America."
0	https://www.gofundme.com/f/crossan-children-college-fund	Education	13	Crossan Children College Fund	Raised $6,850 from 12 donations	55015	25000	194	104 days 00:37:11.505349000	428	193	192	This fundraising page has been created in lieu of flowers and gifts to honor our memory of Chris , who passed away unexpectedly on Monday July 20. It has been created by friends from Thousand Oaks;  Carolyn Beer, Peri Fealy and Janet Wooley.   His family and children were his number one priority, and all contributions will go directly to Charlene, then deposited into their children's 529 college savings plans.
0	https://www.gofundme.com/f/providingforpaige	Education	13	Providing for Paige, Ashley Van Waard's daughter	Evergreen Park, IL	54835	75000	621	57 days 00:37:13.233624000	1.3K	613	614	Ashley Van Waard, beloved mother, daughter, sister, cousin and friend, passed away suddenly on September 5, 2020. Paige was the pride and joy of Ashley's life. We would like to celebrate Ashley's love for Paige by raising funds for her educational expenses. Paige is a 7th grader at St. Christina and aspires to go to a local private high school. I am Ashley and Paige's cousin, Kelly.  These funds will be spent on Paige's education. John and Peggy Meyer, Ashley's parents, will manage the fund and be the beneficiaries.
